adder_n10	3.816712825623821
adder_n4	2.8134107167600364
basis_change_n3	0.6891551592904078
basis_trotter_n4	inf
cat_state_n4	1.74585916888809
deutsch_n2	0.03894308909902181
dnn_n2	0.1572841798361123
dnn_n8	inf
error_correctiond3_n5	
fredkin_n3	0.6911491778972721
grover_n2	0.10203272556515164
hhl_n7	3.938601399070906
hs4_n4	1.33941077522104
ising_n10	inf
iswap_n2	0.10425002137379909
linearsolver_n3	0.23669242292252995
lpn_n5	0.33325087843951295
pea_n5	3.0576076772720784
qaoa_n6	0.4011106447889536
qec_en_n5	3.343797030946659
qft_n4	0.09356576783133252
qpe_n9	0.4228680754446317
qrng_n4	0.008100429785840458
quantumwalks_n2	0.09561549750772105
shor_n5	
simon_n6	0.6778257103372192
teleportation_n3	0.011941199074058835
toffoli_n3	0.7052197617942145
variational_n4	1.2798067551907795
wstate_n3	0.5820328222173985
	
