============================= test session starts ==============================
platform linux -- Python 3.10.6, pytest-7.2.0, pluggy-1.0.0
rootdir: /root/projects/qcs
collected 12 items / 11 deselected / 1 selected

tst/qdao/engine.py 
::::::::::::::::::Config::::::::::::::::::

NQ::	25
NP::	17
NL::	9
D::	22

::::::::::::::::::Config::::::::::::::::::


:::Reusing existing bench:::::/root/projects/qcs/qdao/benchmarks/qasm/random_25_22_max_operands_2_gen.qasm::::::::

Partial simulation consumes time: 0.010994434356689453
Partial simulation consumes time: 0.010320901870727539
Partial simulation consumes time: 0.010671854019165039
Partial simulation consumes time: 0.01063227653503418
Partial simulation consumes time: 0.010634660720825195
Partial simulation consumes time: 0.009732484817504883
Partial simulation consumes time: 0.009995698928833008
Partial simulation consumes time: 0.010385751724243164
Partial simulation consumes time: 0.0103912353515625
Partial simulation consumes time: 0.010456323623657227
Partial simulation consumes time: 0.011598825454711914
Partial simulation consumes time: 0.011197805404663086
Partial simulation consumes time: 0.010930538177490234
Partial simulation consumes time: 0.01403045654296875
Partial simulation consumes time: 0.011192798614501953
Partial simulation consumes time: 0.010381698608398438
Partial simulation consumes time: 0.011959552764892578
Partial simulation consumes time: 0.010245561599731445
Partial simulation consumes time: 0.010479211807250977
Partial simulation consumes time: 0.01020956039428711
Partial simulation consumes time: 0.010386228561401367
Partial simulation consumes time: 0.00993800163269043
Partial simulation consumes time: 0.010343551635742188
Partial simulation consumes time: 0.009902715682983398
Partial simulation consumes time: 0.010316133499145508
Partial simulation consumes time: 0.009662389755249023
Partial simulation consumes time: 0.01251530647277832
Partial simulation consumes time: 0.010464906692504883
Partial simulation consumes time: 0.010605573654174805
Partial simulation consumes time: 0.01052403450012207
Partial simulation consumes time: 0.010300874710083008
Partial simulation consumes time: 0.010796546936035156
Partial simulation consumes time: 0.01006627082824707
Partial simulation consumes time: 0.011751413345336914
Partial simulation consumes time: 0.012719154357910156
Partial simulation consumes time: 0.010605096817016602
Partial simulation consumes time: 0.010265111923217773
Partial simulation consumes time: 0.010697603225708008
Partial simulation consumes time: 0.010477066040039062
Partial simulation consumes time: 0.0103302001953125
Partial simulation consumes time: 0.009851217269897461
Partial simulation consumes time: 0.01032876968383789
Partial simulation consumes time: 0.009709596633911133
Partial simulation consumes time: 0.010521411895751953
Partial simulation consumes time: 0.010535240173339844
Partial simulation consumes time: 0.011120319366455078
Partial simulation consumes time: 0.010440349578857422
Partial simulation consumes time: 0.010289430618286133
Partial simulation consumes time: 0.01051473617553711
Partial simulation consumes time: 0.010607719421386719
Partial simulation consumes time: 0.011554956436157227
Partial simulation consumes time: 0.010381937026977539
Partial simulation consumes time: 0.010796308517456055
Partial simulation consumes time: 0.010002374649047852
Partial simulation consumes time: 0.010189533233642578
Partial simulation consumes time: 0.020272016525268555
Partial simulation consumes time: 0.009847640991210938
Partial simulation consumes time: 0.010268449783325195
Partial simulation consumes time: 0.00966334342956543
Partial simulation consumes time: 0.010203123092651367
Partial simulation consumes time: 0.010553598403930664
Partial simulation consumes time: 0.009667396545410156
Partial simulation consumes time: 0.010097265243530273
Partial simulation consumes time: 0.010171651840209961
Partial simulation consumes time: 0.010529756546020508
Partial simulation consumes time: 0.010143041610717773
Partial simulation consumes time: 0.011543035507202148
Partial simulation consumes time: 0.009629249572753906
Partial simulation consumes time: 0.010519742965698242
Partial simulation consumes time: 0.010024309158325195
Partial simulation consumes time: 0.009724140167236328
Partial simulation consumes time: 0.010442018508911133
Partial simulation consumes time: 0.011612892150878906
Partial simulation consumes time: 0.00938725471496582
Partial simulation consumes time: 0.009720087051391602
Partial simulation consumes time: 0.010502338409423828
Partial simulation consumes time: 0.010171890258789062
Partial simulation consumes time: 0.011385679244995117
Partial simulation consumes time: 0.009717464447021484
Partial simulation consumes time: 0.010466814041137695
Partial simulation consumes time: 0.011656999588012695
Partial simulation consumes time: 0.009449958801269531
Partial simulation consumes time: 0.010226964950561523
Partial simulation consumes time: 0.011131048202514648
Partial simulation consumes time: 0.011562585830688477
Partial simulation consumes time: 0.01332235336303711
Partial simulation consumes time: 0.010642528533935547
Partial simulation consumes time: 0.010669469833374023
Partial simulation consumes time: 0.01029825210571289
Partial simulation consumes time: 0.010199546813964844
Partial simulation consumes time: 0.010249614715576172
Partial simulation consumes time: 0.0098114013671875
Partial simulation consumes time: 0.010187387466430664
Partial simulation consumes time: 0.010251998901367188
Partial simulation consumes time: 0.009735107421875
Partial simulation consumes time: 0.01057124137878418
Partial simulation consumes time: 0.010282278060913086
Partial simulation consumes time: 0.012737035751342773
Partial simulation consumes time: 0.010323524475097656
Partial simulation consumes time: 0.015726804733276367
Partial simulation consumes time: 0.011346817016601562
Partial simulation consumes time: 0.011061429977416992
Partial simulation consumes time: 0.010304689407348633
Partial simulation consumes time: 0.010351181030273438
Partial simulation consumes time: 0.009853124618530273
Partial simulation consumes time: 0.010964393615722656
Partial simulation consumes time: 0.010498046875
Partial simulation consumes time: 0.010405778884887695
Partial simulation consumes time: 0.009563446044921875
Partial simulation consumes time: 0.010429620742797852
Partial simulation consumes time: 0.01044917106628418
Partial simulation consumes time: 0.010295391082763672
Partial simulation consumes time: 0.011813163757324219
Partial simulation consumes time: 0.009649515151977539
Partial simulation consumes time: 0.009730815887451172
Partial simulation consumes time: 0.009687185287475586
Partial simulation consumes time: 0.011583089828491211
Partial simulation consumes time: 0.010008573532104492
Partial simulation consumes time: 0.010681390762329102
Partial simulation consumes time: 0.009790658950805664
Partial simulation consumes time: 0.010262250900268555
Partial simulation consumes time: 0.011835575103759766
Partial simulation consumes time: 0.010142803192138672
Partial simulation consumes time: 0.010341167449951172
Partial simulation consumes time: 0.01021122932434082
Partial simulation consumes time: 0.01044154167175293
Partial simulation consumes time: 0.012926101684570312
Partial simulation consumes time: 0.00966334342956543
Partial simulation consumes time: 0.009849309921264648
Partial simulation consumes time: 0.011398553848266602
Partial simulation consumes time: 0.011133193969726562
Partial simulation consumes time: 0.010204792022705078
Partial simulation consumes time: 0.010257244110107422
Partial simulation consumes time: 0.011639833450317383
Partial simulation consumes time: 0.010833024978637695
Partial simulation consumes time: 0.010216712951660156
Partial simulation consumes time: 0.0102386474609375
Partial simulation consumes time: 0.010251998901367188
Partial simulation consumes time: 0.010282039642333984
Partial simulation consumes time: 0.010502815246582031
Partial simulation consumes time: 0.010390281677246094
Partial simulation consumes time: 0.010408639907836914
Partial simulation consumes time: 0.01035928726196289
Partial simulation consumes time: 0.010233879089355469
Partial simulation consumes time: 0.01153874397277832
Partial simulation consumes time: 0.01030588150024414
Partial simulation consumes time: 0.009854316711425781
Partial simulation consumes time: 0.010584592819213867
Partial simulation consumes time: 0.010169744491577148
Partial simulation consumes time: 0.009945869445800781
Partial simulation consumes time: 0.010530471801757812
Partial simulation consumes time: 0.009693145751953125
Partial simulation consumes time: 0.01119089126586914
Partial simulation consumes time: 0.00952005386352539
Partial simulation consumes time: 0.009641647338867188
Partial simulation consumes time: 0.011931419372558594
Partial simulation consumes time: 0.010213375091552734
Partial simulation consumes time: 0.009490013122558594
Partial simulation consumes time: 0.013559103012084961
Partial simulation consumes time: 0.010184764862060547
Partial simulation consumes time: 0.010069131851196289
Partial simulation consumes time: 0.010375261306762695
Partial simulation consumes time: 0.012117147445678711
Partial simulation consumes time: 0.010792970657348633
Partial simulation consumes time: 0.012194633483886719
Partial simulation consumes time: 0.010494232177734375
Partial simulation consumes time: 0.010123968124389648
Partial simulation consumes time: 0.010286092758178711
Partial simulation consumes time: 0.009615421295166016
Partial simulation consumes time: 0.010177850723266602
Partial simulation consumes time: 0.009746074676513672
Partial simulation consumes time: 0.010304927825927734
Partial simulation consumes time: 0.009500980377197266
Partial simulation consumes time: 0.010332345962524414
Partial simulation consumes time: 0.010152339935302734
Partial simulation consumes time: 0.009953022003173828
Partial simulation consumes time: 0.009674787521362305
Partial simulation consumes time: 0.009700298309326172
Partial simulation consumes time: 0.01043081283569336
Partial simulation consumes time: 0.010330677032470703
Partial simulation consumes time: 0.009684085845947266
Partial simulation consumes time: 0.009716510772705078
Partial simulation consumes time: 0.01027536392211914
Partial simulation consumes time: 0.010380983352661133
Partial simulation consumes time: 0.010619878768920898
Partial simulation consumes time: 0.01033926010131836
Partial simulation consumes time: 0.010476350784301758
Partial simulation consumes time: 0.010396003723144531
Partial simulation consumes time: 0.01050114631652832
Partial simulation consumes time: 0.010317087173461914
Partial simulation consumes time: 0.010381698608398438
Partial simulation consumes time: 0.010390043258666992
Partial simulation consumes time: 0.010391473770141602
Partial simulation consumes time: 0.009762048721313477
Partial simulation consumes time: 0.01035618782043457
Partial simulation consumes time: 0.010410547256469727
Partial simulation consumes time: 0.010124444961547852
Partial simulation consumes time: 0.009693145751953125
Partial simulation consumes time: 0.010483503341674805
Partial simulation consumes time: 0.010116100311279297
Partial simulation consumes time: 0.010523319244384766
Partial simulation consumes time: 0.010360240936279297
Partial simulation consumes time: 0.010318517684936523
Partial simulation consumes time: 0.009557247161865234
Partial simulation consumes time: 0.010259628295898438
Partial simulation consumes time: 0.010317325592041016
Partial simulation consumes time: 0.01044607162475586
Partial simulation consumes time: 0.009880781173706055
Partial simulation consumes time: 0.009755849838256836
Partial simulation consumes time: 0.009996891021728516
Partial simulation consumes time: 0.010481595993041992
Partial simulation consumes time: 0.01123952865600586
Partial simulation consumes time: 0.010812997817993164
Partial simulation consumes time: 0.01057744026184082
Partial simulation consumes time: 0.01047968864440918
Partial simulation consumes time: 0.010133743286132812
Partial simulation consumes time: 0.009733438491821289
Partial simulation consumes time: 0.010352134704589844
Partial simulation consumes time: 0.012195348739624023
Partial simulation consumes time: 0.009759187698364258
Partial simulation consumes time: 0.009647846221923828
Partial simulation consumes time: 0.009782552719116211
Partial simulation consumes time: 0.010250568389892578
Partial simulation consumes time: 0.010084152221679688
Partial simulation consumes time: 0.009780168533325195
