Fid of qvm & frp	0.6448364642398746	0.620531961922062
Fid of qvm & frp	0.7039159748223657	0.8112258574193586
Fid of qvm & frp	0.4073544614978075	0.5836110286449498
Fid of qvm & frp	0.32734762865100797	0.35489218710796683
Fid of qvm & frp	0.3909295874204486	0.4184809329558233
Fid of qvm & frp	0.4938460271811434	0.6712606206040296
Fid of qvm & frp	0.6194335189171335	0.6395460994834085
Fid of qvm & frp	0.29157404378163615	0.3442347591225639
Fid of qvm & frp	0.31070978038600333	0.4923356953178788
Fid of qvm & frp	0.10380424334433327	0.13320982652525212
Fid of qvm & frp	0.368311050344955	0.545371988973772
Fid of qvm & frp	0.5999777413569068	0.6345991249257864
Fid of qvm & frp	0.759497319802401	0.7460742223899928
Fid of qvm & frp	0.5330080441204114	0.6863658219365908
Fid of qvm & frp	0.951579900625243	1.0401102070126131
Fid of qvm & frp	0.947569897397274	1.146852585030842
Fid of qvm & frp	0.38234092095633837	0.3629210637903338
Fid of qvm & frp	0.2019341235801495	0.2960580002647216
Fid of qvm & frp	0.37605124727100303	0.468938419626355
Fid of qvm & frp	0.7320034770984026	0.8647875780285206
Fid of qvm & frp	1.066201251334432	0.945199913876838
Fid of qvm & frp	0.5289730571687699	0.6211343654276564
Fid of qvm & frp	0.2680356019464897	0.2163006111113225
Fid of qvm & frp	0.19119197370914154	0.3053863083737663
Fid of qvm & frp	0.5275091049511383	0.698462129354933
Fid of qvm & frp	0.6476680523146274	0.7261145497266444
Fid of qvm & frp	0.6610391983556447	0.7453193059512162
Fid of qvm & frp	0.5085232174406067	0.543842498342101
Fid of qvm & frp	0.47427157860324054	0.4948762523458392
Fid of qvm & frp	0.5200614866017668	0.6897100348197779
Fid of qvm & frp	0.35310786721341275	0.4203690273713741
Fid of qvm & frp	0.5811386582212882	0.77896281350726
Fid of qvm & frp	0.5831138655137605	0.6906867432647363
Fid of qvm & frp	0.5124959232716926	0.5936590365692485
Fid of qvm & frp	0.6301404488772789	0.7154717426463921
Fid of qvm & frp	0.16965818532482482	0.1523879169593787
Fid of qvm & frp	0.5914738875130626	0.49569532139269695
Fid of qvm & frp	0.17340595680781928	0.22237650138398346
Fid of qvm & frp	0.48705016042310717	0.623050319558651
Fid of qvm & frp	0.595220693622272	0.7496462964515865
Fid of qvm & frp	0.28669884991564476	0.32411212352408764
Fid of qvm & frp	0.7685023652368246	0.8209418979509296
Fid of qvm & frp	0.6568613444055115	0.7343351921419728
Fid of qvm & frp	0.3824635015699358	0.36444890569120236
Fid of qvm & frp	0.16210166466603018	0.19583420433525967
Fid of qvm & frp	0.31958954897821656	0.4827026079892513
Fid of qvm & frp	0.5177086098495457	0.5844009354911941
Fid of qvm & frp	0.47711962461331686	0.6276436491102865
Fid of qvm & frp	0.2622652937281705	0.24468863183234785
Fid of qvm & frp	0.28882457936508527	0.3338952567128859
