============================= test session starts ==============================
platform linux -- Python 3.10.6, pytest-7.2.0, pluggy-1.0.0
rootdir: /root/projects/qcs
collected 10 items / 9 deselected / 1 selected

tst/qdao/engine.py 
::::::::::::::::::Config::::::::::::::::::

NQ::	29
NP::	19
NL::	17
D::	26

::::::::::::::::::Config::::::::::::::::::


:::Reusing existing bench:::::/root/projects/qcs/qdao/benchmarks/qasm/random_29_26_max_operands_2_gen.qasm::::::::

Partial simulation consumes time: 0.22924566268920898
Partial simulation consumes time: 0.21625542640686035
Partial simulation consumes time: 0.21749567985534668
Partial simulation consumes time: 0.21439790725708008
Partial simulation consumes time: 0.21373772621154785
Partial simulation consumes time: 0.21397018432617188
Partial simulation consumes time: 0.21430492401123047
Partial simulation consumes time: 0.21100926399230957
Partial simulation consumes time: 0.21486353874206543
Partial simulation consumes time: 0.21485066413879395
Partial simulation consumes time: 0.21607041358947754
Partial simulation consumes time: 0.21428275108337402
Partial simulation consumes time: 0.21641302108764648
Partial simulation consumes time: 0.21432089805603027
Partial simulation consumes time: 0.21368765830993652
Partial simulation consumes time: 0.21320819854736328
Partial simulation consumes time: 0.21378469467163086
Partial simulation consumes time: 0.21253132820129395
Partial simulation consumes time: 0.21257638931274414
Partial simulation consumes time: 0.2101445198059082
Partial simulation consumes time: 0.21114778518676758
Partial simulation consumes time: 0.2130722999572754
Partial simulation consumes time: 0.21055173873901367
Partial simulation consumes time: 0.21341943740844727
Partial simulation consumes time: 0.21493911743164062
Partial simulation consumes time: 0.2116384506225586
Partial simulation consumes time: 0.2141733169555664
Partial simulation consumes time: 0.213698148727417
Partial simulation consumes time: 0.21620559692382812
Partial simulation consumes time: 0.21273541450500488
Partial simulation consumes time: 0.21156740188598633
Partial simulation consumes time: 0.21369075775146484
Partial simulation consumes time: 0.2131943702697754
Partial simulation consumes time: 0.2117307186126709
Partial simulation consumes time: 0.2142040729522705
Partial simulation consumes time: 0.21468830108642578
Partial simulation consumes time: 0.2143876552581787
Partial simulation consumes time: 0.21056795120239258
Partial simulation consumes time: 0.21425151824951172
Partial simulation consumes time: 0.2154693603515625
Partial simulation consumes time: 0.21131110191345215
Partial simulation consumes time: 0.20987486839294434
Partial simulation consumes time: 0.21083450317382812
Partial simulation consumes time: 0.21499252319335938
Partial simulation consumes time: 0.21601605415344238
Partial simulation consumes time: 0.21417450904846191
Partial simulation consumes time: 0.20998382568359375
Partial simulation consumes time: 0.2137148380279541
Partial simulation consumes time: 0.21307682991027832
Partial simulation consumes time: 0.21424651145935059
Partial simulation consumes time: 0.21575117111206055
Partial simulation consumes time: 0.21417713165283203
Partial simulation consumes time: 0.21594476699829102
Partial simulation consumes time: 0.21363496780395508
Partial simulation consumes time: 0.21576809883117676
Partial simulation consumes time: 0.21269488334655762
Partial simulation consumes time: 0.2109992504119873
Partial simulation consumes time: 0.21311736106872559
Partial simulation consumes time: 0.212723970413208
Partial simulation consumes time: 0.2165210247039795
Partial simulation consumes time: 0.2155017852783203
Partial simulation consumes time: 0.21134710311889648
Partial simulation consumes time: 0.232377290725708
Partial simulation consumes time: 0.20755910873413086
Partial simulation consumes time: 0.20992779731750488
Partial simulation consumes time: 0.21360135078430176
Partial simulation consumes time: 0.21597933769226074
Partial simulation consumes time: 0.21059846878051758
Partial simulation consumes time: 0.21269631385803223
Partial simulation consumes time: 0.2116990089416504
Partial simulation consumes time: 0.214613676071167
Partial simulation consumes time: 0.21044588088989258
Partial simulation consumes time: 0.20980143547058105
Partial simulation consumes time: 0.20692920684814453
Partial simulation consumes time: 0.2105858325958252
Partial simulation consumes time: 0.21351242065429688
Partial simulation consumes time: 0.21271944046020508
Partial simulation consumes time: 0.21312522888183594
Partial simulation consumes time: 0.21141338348388672
Partial simulation consumes time: 0.2140953540802002
Partial simulation consumes time: 0.21446895599365234
Partial simulation consumes time: 0.21453356742858887
Partial simulation consumes time: 0.21512746810913086
Partial simulation consumes time: 0.208512544631958
Partial simulation consumes time: 0.21114158630371094
Partial simulation consumes time: 0.21212410926818848
Partial simulation consumes time: 0.21569418907165527
Partial simulation consumes time: 0.2128605842590332
Partial simulation consumes time: 0.21216320991516113
Partial simulation consumes time: 0.21535730361938477
Partial simulation consumes time: 0.2087421417236328
Partial simulation consumes time: 0.21548104286193848
Partial simulation consumes time: 0.20940566062927246
Partial simulation consumes time: 0.21325993537902832
Partial simulation consumes time: 0.21412301063537598
Partial simulation consumes time: 0.21430230140686035
Partial simulation consumes time: 0.21313881874084473
Partial simulation consumes time: 0.21117067337036133
Partial simulation consumes time: 0.21086597442626953
Partial simulation consumes time: 0.2106320858001709
Partial simulation consumes time: 0.2085716724395752
Partial simulation consumes time: 0.21243762969970703
Partial simulation consumes time: 0.2130906581878662
Partial simulation consumes time: 0.21559715270996094
Partial simulation consumes time: 0.21465706825256348
Partial simulation consumes time: 0.21033358573913574
Partial simulation consumes time: 0.21475863456726074
Partial simulation consumes time: 0.21341347694396973
Partial simulation consumes time: 0.21353960037231445
Partial simulation consumes time: 0.21340274810791016
Partial simulation consumes time: 0.2060239315032959
Partial simulation consumes time: 0.21400904655456543
Partial simulation consumes time: 0.21339750289916992
Partial simulation consumes time: 0.21472573280334473
Partial simulation consumes time: 0.21391677856445312
Partial simulation consumes time: 0.21059823036193848
Partial simulation consumes time: 0.2100996971130371
Partial simulation consumes time: 0.21145272254943848
Partial simulation consumes time: 0.21019387245178223
Partial simulation consumes time: 0.21563363075256348
Partial simulation consumes time: 0.21318364143371582
Partial simulation consumes time: 0.212996244430542
Partial simulation consumes time: 0.21082639694213867
Partial simulation consumes time: 0.21451926231384277
Partial simulation consumes time: 0.21260619163513184
Partial simulation consumes time: 0.2129828929901123
Partial simulation consumes time: 0.21297574043273926
Partial simulation consumes time: 0.21339774131774902
Partial simulation consumes time: 0.21137642860412598
Partial simulation consumes time: 0.21049261093139648
Partial simulation consumes time: 0.21377253532409668
Partial simulation consumes time: 0.21151971817016602
Partial simulation consumes time: 0.2106764316558838
Partial simulation consumes time: 0.2119007110595703
Partial simulation consumes time: 0.21239304542541504
Partial simulation consumes time: 0.20969676971435547
Partial simulation consumes time: 0.21434593200683594
Partial simulation consumes time: 0.21390867233276367
Partial simulation consumes time: 0.21219277381896973
Partial simulation consumes time: 0.211531400680542
Partial simulation consumes time: 0.2099909782409668
Partial simulation consumes time: 0.21154546737670898
Partial simulation consumes time: 0.21111655235290527
Partial simulation consumes time: 0.21289587020874023
Partial simulation consumes time: 0.20848488807678223
Partial simulation consumes time: 0.21201252937316895
Partial simulation consumes time: 0.21305322647094727
Partial simulation consumes time: 0.21182632446289062
Partial simulation consumes time: 0.2086501121520996
Partial simulation consumes time: 0.20984840393066406
Partial simulation consumes time: 0.21700739860534668
Partial simulation consumes time: 0.2135310173034668
Partial simulation consumes time: 0.21607375144958496
Partial simulation consumes time: 0.21415352821350098
Partial simulation consumes time: 0.21303343772888184
Partial simulation consumes time: 0.21231865882873535
Partial simulation consumes time: 0.21317720413208008
Partial simulation consumes time: 0.2152693271636963
Partial simulation consumes time: 0.21405267715454102
Partial simulation consumes time: 0.21077823638916016
Partial simulation consumes time: 0.21302413940429688
Partial simulation consumes time: 0.21050071716308594
Partial simulation consumes time: 0.21056389808654785
Partial simulation consumes time: 0.21202945709228516
Partial simulation consumes time: 0.2145235538482666
Partial simulation consumes time: 0.21225500106811523
Partial simulation consumes time: 0.2106938362121582
Partial simulation consumes time: 0.21247005462646484
Partial simulation consumes time: 0.20569109916687012
Partial simulation consumes time: 0.21509885787963867
Partial simulation consumes time: 0.21326041221618652
Partial simulation consumes time: 0.20833992958068848
Partial simulation consumes time: 0.21155858039855957
Partial simulation consumes time: 0.21449685096740723
Partial simulation consumes time: 0.21291232109069824
Partial simulation consumes time: 0.21601629257202148
Partial simulation consumes time: 0.211714506149292
Partial simulation consumes time: 0.21242141723632812
Partial simulation consumes time: 0.21032929420471191
Partial simulation consumes time: 0.21170592308044434
Partial simulation consumes time: 0.21401643753051758
Partial simulation consumes time: 0.21100544929504395
Partial simulation consumes time: 0.21315407752990723
Partial simulation consumes time: 0.20920300483703613
Partial simulation consumes time: 0.21400976181030273
Partial simulation consumes time: 0.21429181098937988
Partial simulation consumes time: 0.21271848678588867
Partial simulation consumes time: 0.20972537994384766
Partial simulation consumes time: 0.2112586498260498
Partial simulation consumes time: 0.2116529941558838
Partial simulation consumes time: 0.20967984199523926
Partial simulation consumes time: 0.20947051048278809
Partial simulation consumes time: 0.21142888069152832
Partial simulation consumes time: 0.21189093589782715
Partial simulation consumes time: 0.21340298652648926
Partial simulation consumes time: 0.22915339469909668
Partial simulation consumes time: 0.21460199356079102
Partial simulation consumes time: 0.21623539924621582
Partial simulation consumes time: 0.21587038040161133
Partial simulation consumes time: 0.2090597152709961
Partial simulation consumes time: 0.21300816535949707
Partial simulation consumes time: 0.2143557071685791
Partial simulation consumes time: 0.2168107032775879
Partial simulation consumes time: 0.2170090675354004
Partial simulation consumes time: 0.21489262580871582
Partial simulation consumes time: 0.2111804485321045
Partial simulation consumes time: 0.21584844589233398
Partial simulation consumes time: 0.21704459190368652
Partial simulation consumes time: 0.21305584907531738
Partial simulation consumes time: 0.21689462661743164
Partial simulation consumes time: 0.21290087699890137
Partial simulation consumes time: 0.2149949073791504
Partial simulation consumes time: 0.2106916904449463
Partial simulation consumes time: 0.21577072143554688
Partial simulation consumes time: 0.21416640281677246
Partial simulation consumes time: 0.21467137336730957
Partial simulation consumes time: 0.21513152122497559
Partial simulation consumes time: 0.21650290489196777
Partial simulation consumes time: 0.21673893928527832
Partial simulation consumes time: 0.21428394317626953
Partial simulation consumes time: 0.21377849578857422
Partial simulation consumes time: 0.2147982120513916
Partial simulation consumes time: 0.2134091854095459
Partial simulation consumes time: 0.2165215015411377
Partial simulation consumes time: 0.212111234664917
Partial simulation consumes time: 0.21400976181030273
