============================= test session starts ==============================
platform linux -- Python 3.10.6, pytest-7.2.0, pluggy-1.0.0
rootdir: /root/projects/qcs
collected 10 items / 9 deselected / 1 selected

tst/qdao/engine.py 
::::::::::::::::::Config::::::::::::::::::

NQ::	29
NP::	21
NL::	17
D::	26

::::::::::::::::::Config::::::::::::::::::


:::Reusing existing bench:::::/root/projects/qcs/qdao/benchmarks/qasm/random_29_26_max_operands_2_gen.qasm::::::::

Partial simulation consumes time: 0.39891624450683594
Partial simulation consumes time: 0.3684077262878418
Partial simulation consumes time: 0.3736391067504883
Partial simulation consumes time: 0.36792564392089844
Partial simulation consumes time: 0.36855554580688477
Partial simulation consumes time: 0.3833792209625244
Partial simulation consumes time: 0.3815910816192627
Partial simulation consumes time: 0.38078927993774414
Partial simulation consumes time: 0.3672144412994385
Partial simulation consumes time: 0.3648090362548828
Partial simulation consumes time: 0.3867309093475342
Partial simulation consumes time: 0.36347413063049316
Partial simulation consumes time: 0.3875420093536377
Partial simulation consumes time: 0.37081098556518555
Partial simulation consumes time: 0.38245725631713867
Partial simulation consumes time: 0.3667640686035156
Partial simulation consumes time: 0.37830376625061035
Partial simulation consumes time: 0.3670201301574707
Partial simulation consumes time: 0.36942553520202637
Partial simulation consumes time: 0.36419081687927246
Partial simulation consumes time: 0.36434006690979004
Partial simulation consumes time: 0.3655111789703369
Partial simulation consumes time: 0.3659341335296631
Partial simulation consumes time: 0.36943697929382324
Partial simulation consumes time: 0.36966371536254883
Partial simulation consumes time: 0.38866209983825684
Partial simulation consumes time: 0.36888766288757324
Partial simulation consumes time: 0.36603260040283203
Partial simulation consumes time: 0.3677999973297119
Partial simulation consumes time: 0.36806225776672363
Partial simulation consumes time: 0.36510658264160156
Partial simulation consumes time: 0.3725705146789551
Partial simulation consumes time: 0.38702845573425293
Partial simulation consumes time: 0.37349462509155273
Partial simulation consumes time: 0.37065625190734863
Partial simulation consumes time: 0.37155580520629883
Partial simulation consumes time: 0.3681361675262451
Partial simulation consumes time: 0.37264037132263184
Partial simulation consumes time: 0.37215662002563477
Partial simulation consumes time: 0.37085652351379395
Partial simulation consumes time: 0.36903977394104004
Partial simulation consumes time: 0.36357951164245605
Partial simulation consumes time: 0.37195563316345215
Partial simulation consumes time: 0.3852975368499756
Partial simulation consumes time: 0.395402193069458
Partial simulation consumes time: 0.37149596214294434
Partial simulation consumes time: 0.36942505836486816
Partial simulation consumes time: 0.38831043243408203
Partial simulation consumes time: 0.39064884185791016
Partial simulation consumes time: 0.3863999843597412
Partial simulation consumes time: 0.3887643814086914
Partial simulation consumes time: 0.38766026496887207
Partial simulation consumes time: 0.3700079917907715
Partial simulation consumes time: 0.36942553520202637
Partial simulation consumes time: 0.36722230911254883
Partial simulation consumes time: 0.3851964473724365
Partial simulation consumes time: 0.36990857124328613
Partial simulation consumes time: 0.365018367767334
Partial simulation consumes time: 0.3718695640563965
Partial simulation consumes time: 0.3719491958618164
Partial simulation consumes time: 0.3714487552642822
Partial simulation consumes time: 0.3686373233795166
Partial simulation consumes time: 0.37111949920654297
Partial simulation consumes time: 0.3861699104309082
Partial simulation consumes time: 0.3696577548980713
Partial simulation consumes time: 0.3847792148590088
Partial simulation consumes time: 0.37007641792297363
Partial simulation consumes time: 0.3865485191345215
Partial simulation consumes time: 0.3698148727416992
Partial simulation consumes time: 0.3690664768218994
Partial simulation consumes time: 0.38206958770751953
Partial simulation consumes time: 0.36829495429992676
Partial simulation consumes time: 0.37113213539123535
Partial simulation consumes time: 0.3655679225921631
Partial simulation consumes time: 0.36829090118408203
Partial simulation consumes time: 0.3677184581756592
Partial simulation consumes time: 0.383512020111084
Partial simulation consumes time: 0.37026166915893555
Partial simulation consumes time: 0.3675992488861084
Partial simulation consumes time: 0.36760568618774414
Partial simulation consumes time: 0.36988115310668945
Partial simulation consumes time: 0.3679838180541992
Partial simulation consumes time: 0.3853316307067871
Partial simulation consumes time: 0.37122058868408203
Partial simulation consumes time: 0.36812424659729004
Partial simulation consumes time: 0.3710181713104248
Partial simulation consumes time: 0.3866870403289795
Partial simulation consumes time: 0.3695683479309082
Partial simulation consumes time: 0.3697526454925537
Partial simulation consumes time: 0.3710060119628906
Partial simulation consumes time: 0.3709375858306885
Partial simulation consumes time: 0.3695807456970215
Partial simulation consumes time: 0.3700127601623535
Partial simulation consumes time: 0.3783848285675049
Partial simulation consumes time: 0.3707306385040283
Partial simulation consumes time: 0.3667173385620117
Partial simulation consumes time: 0.36812353134155273
Partial simulation consumes time: 0.3687717914581299
Partial simulation consumes time: 0.3896801471710205
Partial simulation consumes time: 0.36907100677490234
Partial simulation consumes time: 0.3789839744567871
Partial simulation consumes time: 0.3688476085662842
Partial simulation consumes time: 0.3652040958404541
Partial simulation consumes time: 0.37185049057006836
Partial simulation consumes time: 0.36707401275634766
Partial simulation consumes time: 0.37674689292907715
Partial simulation consumes time: 0.37108564376831055
Partial simulation consumes time: 0.3855264186859131
Partial simulation consumes time: 0.3695638179779053
Partial simulation consumes time: 0.37347912788391113
Partial simulation consumes time: 0.36456799507141113
Partial simulation consumes time: 0.36705541610717773
Partial simulation consumes time: 0.36342763900756836
Partial simulation consumes time: 0.3613412380218506
Partial simulation consumes time: 0.38340115547180176
Partial simulation consumes time: 0.36824703216552734
Partial simulation consumes time: 0.3720700740814209
Partial simulation consumes time: 0.3688488006591797
Partial simulation consumes time: 0.36009669303894043
Partial simulation consumes time: 0.38402724266052246
Partial simulation consumes time: 0.387439489364624
Partial simulation consumes time: 0.38413357734680176
Partial simulation consumes time: 0.37281084060668945
Partial simulation consumes time: 0.37479734420776367
Partial simulation consumes time: 0.36574506759643555
Partial simulation consumes time: 0.38712549209594727
Partial simulation consumes time: 0.37288832664489746
Partial simulation consumes time: 0.3690512180328369
Partial simulation consumes time: 0.3640305995941162
Partial simulation consumes time: 0.39458799362182617
Partial simulation consumes time: 0.36637020111083984
Partial simulation consumes time: 0.3686699867248535
Partial simulation consumes time: 0.36823391914367676
Partial simulation consumes time: 0.38125109672546387
Partial simulation consumes time: 0.3697998523712158
Partial simulation consumes time: 0.38450098037719727
Partial simulation consumes time: 0.37224674224853516
Partial simulation consumes time: 0.3702259063720703
Partial simulation consumes time: 0.37055540084838867
Partial simulation consumes time: 0.36958909034729004
Partial simulation consumes time: 0.3850071430206299
Partial simulation consumes time: 0.367358922958374
Partial simulation consumes time: 0.37059497833251953
Partial simulation consumes time: 0.38682007789611816
Partial simulation consumes time: 0.3689737319946289
Partial simulation consumes time: 0.3713514804840088
Partial simulation consumes time: 0.3810427188873291
Partial simulation consumes time: 0.369600772857666
Partial simulation consumes time: 0.3663210868835449
Partial simulation consumes time: 0.37234997749328613
Partial simulation consumes time: 0.3693580627441406
Partial simulation consumes time: 0.3681178092956543
Partial simulation consumes time: 0.377016544342041
Partial simulation consumes time: 0.3878352642059326
Partial simulation consumes time: 0.3691697120666504
Partial simulation consumes time: 0.3684375286102295
Partial simulation consumes time: 0.3832521438598633
Partial simulation consumes time: 0.3688390254974365
Partial simulation consumes time: 0.37027430534362793
Partial simulation consumes time: 0.37309765815734863
Partial simulation consumes time: 0.36724138259887695
Partial simulation consumes time: 0.3753032684326172
Partial simulation consumes time: 0.36977529525756836
Partial simulation consumes time: 0.38741350173950195
Partial simulation consumes time: 0.37001943588256836
Partial simulation consumes time: 0.3894026279449463
Partial simulation consumes time: 0.3716287612915039
Partial simulation consumes time: 0.37055373191833496
Partial simulation consumes time: 0.37071895599365234
Partial simulation consumes time: 0.3675248622894287
Partial simulation consumes time: 0.3807065486907959
Partial simulation consumes time: 0.38405394554138184
Partial simulation consumes time: 0.38759398460388184
Partial simulation consumes time: 0.3710200786590576
Partial simulation consumes time: 0.36251068115234375
Partial simulation consumes time: 0.3853280544281006
Partial simulation consumes time: 0.36826348304748535
Partial simulation consumes time: 0.3646864891052246
Partial simulation consumes time: 0.3656466007232666
Partial simulation consumes time: 0.3882629871368408
Partial simulation consumes time: 0.36464762687683105
Partial simulation consumes time: 0.36753225326538086
Partial simulation consumes time: 0.3629751205444336
Partial simulation consumes time: 0.3692660331726074
Partial simulation consumes time: 0.38802599906921387
Partial simulation consumes time: 0.36997199058532715
Partial simulation consumes time: 0.36388111114501953
Partial simulation consumes time: 0.37286376953125
Partial simulation consumes time: 0.3704855442047119
Partial simulation consumes time: 0.3641941547393799
Partial simulation consumes time: 0.38445019721984863
Partial simulation consumes time: 0.36926841735839844
Partial simulation consumes time: 0.38726329803466797
Partial simulation consumes time: 0.3885040283203125
Partial simulation consumes time: 0.37831807136535645
Partial simulation consumes time: 0.366274356842041
Partial simulation consumes time: 0.38518261909484863
Partial simulation consumes time: 0.37972497940063477
Partial simulation consumes time: 0.3829960823059082
Partial simulation consumes time: 0.36488890647888184
Partial simulation consumes time: 0.378995418548584
Partial simulation consumes time: 0.36327624320983887
Partial simulation consumes time: 0.36246562004089355
Partial simulation consumes time: 0.37200260162353516
Partial simulation consumes time: 0.36708950996398926
Partial simulation consumes time: 0.38509130477905273
Partial simulation consumes time: 0.36378931999206543
Partial simulation consumes time: 0.38643693923950195
Partial simulation consumes time: 0.37340474128723145
Partial simulation consumes time: 0.3823587894439697
Partial simulation consumes time: 0.3685598373413086
Partial simulation consumes time: 0.38806819915771484
Partial simulation consumes time: 0.3633856773376465
Partial simulation consumes time: 0.3641939163208008
Partial simulation consumes time: 0.36435770988464355
Partial simulation consumes time: 0.3702719211578369
Partial simulation consumes time: 0.365048885345459
Partial simulation consumes time: 0.3644733428955078
Partial simulation consumes time: 0.3790242671966553
Partial simulation consumes time: 0.36733126640319824
Partial simulation consumes time: 0.3705120086669922
Partial simulation consumes time: 0.36675500869750977
Partial simulation consumes time: 0.3639676570892334
Partial simulation consumes time: 0.3643636703491211
Partial simulation consumes time: 0.36206960678100586
Partial simulation consumes time: 0.37007761001586914
