============================= test session starts ==============================
platform linux -- Python 3.10.6, pytest-7.2.0, pluggy-1.0.0
rootdir: /root/projects/qcs
collected 10 items / 9 deselected / 1 selected

tst/qdao/engine.py 
::::::::::::::::::Config::::::::::::::::::

NQ::	29
NP::	27
NL::	19
D::	26

::::::::::::::::::Config::::::::::::::::::

Partial simulation consumes time: 0.13498950004577637
Partial simulation consumes time: 0.13934040069580078
Partial simulation consumes time: 0.14099407196044922
Partial simulation consumes time: 0.14108920097351074
Partial simulation consumes time: 0.13640546798706055
Partial simulation consumes time: 0.13690519332885742
Partial simulation consumes time: 0.1386406421661377
Partial simulation consumes time: 0.1390829086303711
Partial simulation consumes time: 0.13848590850830078
Partial simulation consumes time: 0.1372382640838623
Partial simulation consumes time: 0.13981914520263672
Partial simulation consumes time: 0.13864970207214355
Partial simulation consumes time: 0.13840794563293457
Partial simulation consumes time: 0.13710808753967285
Partial simulation consumes time: 0.1393568515777588
Partial simulation consumes time: 0.13695931434631348
Partial simulation consumes time: 0.13682007789611816
Partial simulation consumes time: 0.1372056007385254
Partial simulation consumes time: 0.1387033462524414
Partial simulation consumes time: 0.18961429595947266
Partial simulation consumes time: 0.10754632949829102
Partial simulation consumes time: 0.10668802261352539
Partial simulation consumes time: 0.1070716381072998
Partial simulation consumes time: 0.10802555084228516
Partial simulation consumes time: 0.1055600643157959
Partial simulation consumes time: 0.1052548885345459
Partial simulation consumes time: 0.10520458221435547
Partial simulation consumes time: 0.10206031799316406
Partial simulation consumes time: 0.128509521484375
Partial simulation consumes time: 0.12731671333312988
Partial simulation consumes time: 0.12689590454101562
Partial simulation consumes time: 0.1257479190826416
Partial simulation consumes time: 0.10500812530517578
Partial simulation consumes time: 0.1053476333618164
Partial simulation consumes time: 0.10596108436584473
Partial simulation consumes time: 0.1037137508392334
Partial simulation consumes time: 0.1261758804321289
Partial simulation consumes time: 0.12864995002746582
Partial simulation consumes time: 0.12849664688110352
Partial simulation consumes time: 0.12659239768981934
Partial simulation consumes time: 0.34368324279785156
Partial simulation consumes time: 0.3010561466217041
Partial simulation consumes time: 0.30536532402038574
Partial simulation consumes time: 0.3526773452758789
Partial simulation consumes time: 0.1814732551574707
Partial simulation consumes time: 0.10065078735351562
Partial simulation consumes time: 0.10302495956420898
Partial simulation consumes time: 0.20901036262512207
Partial simulation consumes time: 0.10171723365783691
Partial simulation consumes time: 0.09989356994628906
Partial simulation consumes time: 0.10158562660217285
Partial simulation consumes time: 0.10081124305725098
Partial simulation consumes time: 0.13502073287963867
Partial simulation consumes time: 0.09385943412780762
Partial simulation consumes time: 0.16227149963378906
Partial simulation consumes time: 0.08749246597290039
Partial simulation consumes time: 0.09201574325561523
Partial simulation consumes time: 0.0915377140045166
Partial simulation consumes time: 0.1000216007232666
Partial simulation consumes time: 0.09444785118103027
Partial simulation consumes time: 0.09459805488586426
Partial simulation consumes time: 0.0987391471862793
Partial simulation consumes time: 0.09572601318359375
Partial simulation consumes time: 0.18155336380004883
Partial simulation consumes time: 0.08886837959289551
Partial simulation consumes time: 0.09723758697509766
Partial simulation consumes time: 0.10027742385864258
Partial simulation consumes time: 0.09895920753479004
Partial simulation consumes time: 0.0992577075958252
Partial simulation consumes time: 0.10146808624267578
Partial simulation consumes time: 0.1002953052520752
Partial simulation consumes time: 0.10117053985595703
Partial simulation consumes time: 0.12833619117736816
Partial simulation consumes time: 0.10870766639709473
Partial simulation consumes time: 0.11090588569641113
Partial simulation consumes time: 0.12940049171447754
Partial simulation consumes time: 0.11463093757629395
Partial simulation consumes time: 0.11352872848510742
Partial simulation consumes time: 0.11350178718566895
Partial simulation consumes time: 0.11383295059204102
Partial simulation consumes time: 0.11316204071044922
Partial simulation consumes time: 0.11449980735778809
Partial simulation consumes time: 0.12602019309997559
Partial simulation consumes time: 0.11453723907470703
Partial simulation consumes time: 0.1198873519897461
Partial simulation consumes time: 0.12050032615661621
Partial simulation consumes time: 0.13465142250061035
Partial simulation consumes time: 0.12122941017150879
Partial simulation consumes time: 0.1259305477142334
Partial simulation consumes time: 0.12215900421142578
Partial simulation consumes time: 0.12289047241210938
Partial simulation consumes time: 0.15133404731750488
Partial simulation consumes time: 0.1327970027923584
Partial simulation consumes time: 0.13247036933898926
Partial simulation consumes time: 0.14170074462890625
Partial simulation consumes time: 0.20479655265808105
Partial simulation consumes time: 0.06405186653137207
Partial simulation consumes time: 0.08208346366882324
Partial simulation consumes time: 0.06449508666992188
Partial simulation consumes time: 0.0626063346862793
Partial simulation consumes time: 0.1250896453857422
Partial simulation consumes time: 0.1222994327545166
Partial simulation consumes time: 0.19988059997558594
Partial simulation consumes time: 0.12606525421142578
Partial simulation consumes time: 0.11485886573791504
Partial simulation consumes time: 0.11452698707580566
Partial simulation consumes time: 0.1168510913848877
Partial simulation consumes time: 0.1148831844329834
Partial simulation consumes time: 0.1431119441986084
Partial simulation consumes time: 0.11598443984985352
Partial simulation consumes time: 0.11512875556945801
Partial simulation consumes time: 0.11336231231689453
Partial simulation consumes time: 0.11599588394165039
Partial simulation consumes time: 0.13404178619384766
Partial simulation consumes time: 0.11136054992675781
Partial simulation consumes time: 0.11309385299682617
Partial simulation consumes time: 0.09011077880859375
Partial simulation consumes time: 0.05709695816040039
Partial simulation consumes time: 0.062325477600097656
Partial simulation consumes time: 0.06224775314331055
Partial simulation consumes time: 0.12080788612365723
Partial simulation consumes time: 0.11754918098449707
Partial simulation consumes time: 0.11625862121582031
Partial simulation consumes time: 0.11676883697509766
Partial simulation consumes time: 0.11873292922973633
Partial simulation consumes time: 0.13037419319152832
Partial simulation consumes time: 0.1932530403137207
Partial simulation consumes time: 0.10111069679260254
Partial simulation consumes time: 0.09966158866882324
Partial simulation consumes time: 0.1177361011505127
Partial simulation consumes time: 0.10277891159057617
Partial simulation consumes time: 0.12636065483093262
Partial simulation consumes time: 0.19761204719543457
Partial simulation consumes time: 0.1442735195159912
Partial simulation consumes time: 0.14359068870544434
Partial simulation consumes time: 0.14694428443908691
Partial simulation consumes time: 0.1334843635559082
Partial simulation consumes time: 0.13437676429748535
Partial simulation consumes time: 0.1290740966796875
Partial simulation consumes time: 0.13784003257751465
Partial simulation consumes time: 0.1304948329925537
Partial simulation consumes time: 0.13026833534240723
Partial simulation consumes time: 0.19251704216003418
Partial simulation consumes time: 0.12964200973510742
Partial simulation consumes time: 0.14205551147460938
Partial simulation consumes time: 0.13161611557006836
Partial simulation consumes time: 0.13569068908691406
Partial simulation consumes time: 0.1378622055053711
Partial simulation consumes time: 0.14638662338256836
Partial simulation consumes time: 0.1390669345855713
Partial simulation consumes time: 0.1713411808013916
Partial simulation consumes time: 0.1358332633972168
Partial simulation consumes time: 0.134232759475708
Partial simulation consumes time: 0.1318519115447998
Partial simulation consumes time: 0.1313619613647461
Partial simulation consumes time: 0.1316843032836914
Partial simulation consumes time: 0.13636136054992676
Partial simulation consumes time: 0.1355583667755127
Partial simulation consumes time: 0.13634967803955078
Partial simulation consumes time: 0.1381688117980957
Partial simulation consumes time: 0.13778996467590332
Partial simulation consumes time: 0.15059328079223633
Partial simulation consumes time: 0.13495588302612305
Partial simulation consumes time: 0.13017988204956055
Partial simulation consumes time: 0.14094901084899902
Partial simulation consumes time: 0.13802099227905273
Partial simulation consumes time: 0.1362011432647705
Partial simulation consumes time: 0.13688898086547852
Partial simulation consumes time: 0.10938882827758789
Partial simulation consumes time: 0.09733438491821289
Partial simulation consumes time: 0.09614324569702148
Partial simulation consumes time: 0.09852194786071777
Partial simulation consumes time: 0.17163825035095215
Partial simulation consumes time: 0.13240528106689453
Partial simulation consumes time: 0.13547015190124512
Partial simulation consumes time: 0.20801973342895508
Partial simulation consumes time: 0.08472180366516113
Partial simulation consumes time: 0.12300324440002441
Partial simulation consumes time: 0.08071208000183105
Partial simulation consumes time: 0.08251285552978516
Partial simulation consumes time: 0.11721372604370117
Partial simulation consumes time: 0.11750960350036621
Partial simulation consumes time: 0.11566567420959473
Partial simulation consumes time: 0.1167917251586914
Partial simulation consumes time: 0.1532738208770752
Partial simulation consumes time: 0.11693453788757324
Partial simulation consumes time: 0.11300158500671387
Partial simulation consumes time: 0.13311433792114258
Partial simulation consumes time: 0.12648415565490723
Partial simulation consumes time: 0.1270143985748291
Partial simulation consumes time: 0.15604543685913086
Partial simulation consumes time: 0.12912297248840332
Partial simulation consumes time: 0.12185192108154297
Partial simulation consumes time: 0.13219237327575684
Partial simulation consumes time: 0.1494913101196289
Partial simulation consumes time: 0.1398003101348877
Partial simulation consumes time: 0.09770965576171875
Partial simulation consumes time: 0.0725550651550293
Partial simulation consumes time: 0.0718836784362793
Partial simulation consumes time: 0.07023406028747559
Partial simulation consumes time: 0.13493084907531738
Partial simulation consumes time: 0.1329946517944336
Partial simulation consumes time: 0.13761663436889648
Partial simulation consumes time: 0.13226723670959473
Partial simulation consumes time: 0.13666892051696777
Partial simulation consumes time: 0.13607549667358398
Partial simulation consumes time: 0.13807225227355957
Partial simulation consumes time: 0.13373208045959473
Partial simulation consumes time: 0.13701844215393066
Partial simulation consumes time: 0.13918566703796387
Partial simulation consumes time: 0.13033747673034668
Partial simulation consumes time: 0.13244104385375977
Partial simulation consumes time: 0.07381510734558105
Partial simulation consumes time: 0.07917499542236328
Partial simulation consumes time: 0.07800674438476562
Partial simulation consumes time: 0.07112908363342285
Partial simulation consumes time: 0.27942895889282227
Partial simulation consumes time: 0.28334832191467285
Partial simulation consumes time: 0.33484935760498047
Partial simulation consumes time: 0.2548208236694336
Partial simulation consumes time: 0.12310647964477539
Partial simulation consumes time: 0.1241455078125
Partial simulation consumes time: 0.12772130966186523
Partial simulation consumes time: 0.1809396743774414
Partial simulation consumes time: 0.2242586612701416
Partial simulation consumes time: 0.1144857406616211
Partial simulation consumes time: 0.18921637535095215
Partial simulation consumes time: 0.14457988739013672
