============================= test session starts ==============================
platform linux -- Python 3.10.6, pytest-7.2.0, pluggy-1.0.0
rootdir: /root/projects/qcs
collected 10 items / 9 deselected / 1 selected

tst/qdao/engine.py 
::::::::::::::::::Config::::::::::::::::::

NQ::	28
NP::	26
NL::	18
D::	25

::::::::::::::::::Config::::::::::::::::::

Partial simulation consumes time: 0.0931239128112793
Partial simulation consumes time: 0.06625103950500488
Partial simulation consumes time: 0.07006549835205078
Partial simulation consumes time: 0.06773257255554199
Partial simulation consumes time: 0.06564688682556152
Partial simulation consumes time: 0.06475830078125
Partial simulation consumes time: 0.06419181823730469
Partial simulation consumes time: 0.09380936622619629
Partial simulation consumes time: 0.06330633163452148
Partial simulation consumes time: 0.06433725357055664
Partial simulation consumes time: 0.08865714073181152
Partial simulation consumes time: 0.11423802375793457
Partial simulation consumes time: 0.05364370346069336
Partial simulation consumes time: 0.05330467224121094
Partial simulation consumes time: 0.059339284896850586
Partial simulation consumes time: 0.057659149169921875
Partial simulation consumes time: 0.05977225303649902
Partial simulation consumes time: 0.058409929275512695
Partial simulation consumes time: 0.06165885925292969
Partial simulation consumes time: 0.06266903877258301
Partial simulation consumes time: 0.060758352279663086
Partial simulation consumes time: 0.058998823165893555
Partial simulation consumes time: 0.05920553207397461
Partial simulation consumes time: 0.10416364669799805
Partial simulation consumes time: 0.0571904182434082
Partial simulation consumes time: 0.06282353401184082
Partial simulation consumes time: 0.06972980499267578
Partial simulation consumes time: 0.0665435791015625
Partial simulation consumes time: 0.06773614883422852
Partial simulation consumes time: 0.06677508354187012
Partial simulation consumes time: 0.07025647163391113
Partial simulation consumes time: 0.07575035095214844
Partial simulation consumes time: 0.06364059448242188
Partial simulation consumes time: 0.0654454231262207
Partial simulation consumes time: 0.06572151184082031
Partial simulation consumes time: 0.06918931007385254
Partial simulation consumes time: 0.06625580787658691
Partial simulation consumes time: 0.06453394889831543
Partial simulation consumes time: 0.06686234474182129
Partial simulation consumes time: 0.06642317771911621
Partial simulation consumes time: 0.06679868698120117
Partial simulation consumes time: 0.06873655319213867
Partial simulation consumes time: 0.07520318031311035
Partial simulation consumes time: 0.12096834182739258
Partial simulation consumes time: 0.062094688415527344
Partial simulation consumes time: 0.06042218208312988
Partial simulation consumes time: 0.06229901313781738
Partial simulation consumes time: 0.06209611892700195
Partial simulation consumes time: 0.06195998191833496
Partial simulation consumes time: 0.06221413612365723
Partial simulation consumes time: 0.062023162841796875
Partial simulation consumes time: 0.062113285064697266
Partial simulation consumes time: 0.06206941604614258
Partial simulation consumes time: 0.06234478950500488
Partial simulation consumes time: 0.061949968338012695
Partial simulation consumes time: 0.061989545822143555
Partial simulation consumes time: 0.03359055519104004
Partial simulation consumes time: 0.04034137725830078
Partial simulation consumes time: 0.05167245864868164
Partial simulation consumes time: 0.036031246185302734
Partial simulation consumes time: 0.04010891914367676
Partial simulation consumes time: 0.03858590126037598
Partial simulation consumes time: 0.036675453186035156
Partial simulation consumes time: 0.03768324851989746
Partial simulation consumes time: 0.08171701431274414
Partial simulation consumes time: 0.0658867359161377
Partial simulation consumes time: 0.06939435005187988
Partial simulation consumes time: 0.06784462928771973
Partial simulation consumes time: 0.06897115707397461
Partial simulation consumes time: 0.06923437118530273
Partial simulation consumes time: 0.06844544410705566
Partial simulation consumes time: 0.07013201713562012
Partial simulation consumes time: 0.07065701484680176
Partial simulation consumes time: 0.06902194023132324
Partial simulation consumes time: 0.0889887809753418
Partial simulation consumes time: 0.08076262474060059
Partial simulation consumes time: 0.07687973976135254
Partial simulation consumes time: 0.05311298370361328
Partial simulation consumes time: 0.05237460136413574
Partial simulation consumes time: 0.052257537841796875
Partial simulation consumes time: 0.06736183166503906
Partial simulation consumes time: 0.06382393836975098
Partial simulation consumes time: 0.06328463554382324
Partial simulation consumes time: 0.06423568725585938
Partial simulation consumes time: 0.06433367729187012
Partial simulation consumes time: 0.10582375526428223
Partial simulation consumes time: 0.05957317352294922
Partial simulation consumes time: 0.07952165603637695
Partial simulation consumes time: 0.058661699295043945
Partial simulation consumes time: 0.058508872985839844
Partial simulation consumes time: 0.0782315731048584
Partial simulation consumes time: 0.05736422538757324
Partial simulation consumes time: 0.060985565185546875
Partial simulation consumes time: 0.056777000427246094
Partial simulation consumes time: 0.0563962459564209
Partial simulation consumes time: 0.0574190616607666
Partial simulation consumes time: 0.1887950897216797
Partial simulation consumes time: 0.15967178344726562
Partial simulation consumes time: 0.16627740859985352
Partial simulation consumes time: 0.15802931785583496
Partial simulation consumes time: 0.0787649154663086
Partial simulation consumes time: 0.05730581283569336
Partial simulation consumes time: 0.05998992919921875
Partial simulation consumes time: 0.0556797981262207
Partial simulation consumes time: 0.03068399429321289
Partial simulation consumes time: 0.03128767013549805
Partial simulation consumes time: 0.03515172004699707
Partial simulation consumes time: 0.03484320640563965
Partial simulation consumes time: 0.06797266006469727
Partial simulation consumes time: 0.06805586814880371
Partial simulation consumes time: 0.06316041946411133
Partial simulation consumes time: 0.08425426483154297
Partial simulation consumes time: 0.06187772750854492
Partial simulation consumes time: 0.061925649642944336
Partial simulation consumes time: 0.05417776107788086
Partial simulation consumes time: 0.07265996932983398
Partial simulation consumes time: 0.03193211555480957
Partial simulation consumes time: 0.036864519119262695
Partial simulation consumes time: 0.03133821487426758
Partial simulation consumes time: 0.03203296661376953
Partial simulation consumes time: 0.0364837646484375
Partial simulation consumes time: 0.04009079933166504
Partial simulation consumes time: 0.03638172149658203
Partial simulation consumes time: 0.04509711265563965
Partial simulation consumes time: 0.06474852561950684
Partial simulation consumes time: 0.061457157135009766
Partial simulation consumes time: 0.10963726043701172
Partial simulation consumes time: 0.05381202697753906
Partial simulation consumes time: 0.0541689395904541
Partial simulation consumes time: 0.05658149719238281
Partial simulation consumes time: 0.05644392967224121
Partial simulation consumes time: 0.05708622932434082
Partial simulation consumes time: 0.038649797439575195
Partial simulation consumes time: 0.03940916061401367
Partial simulation consumes time: 0.0660710334777832
Partial simulation consumes time: 0.03898000717163086
Partial simulation consumes time: 0.1223301887512207
Partial simulation consumes time: 0.12179088592529297
Partial simulation consumes time: 0.12141299247741699
Partial simulation consumes time: 0.14388132095336914
Partial simulation consumes time: 0.055063486099243164
Partial simulation consumes time: 0.053961753845214844
Partial simulation consumes time: 0.057024240493774414
Partial simulation consumes time: 0.0588839054107666
Partial simulation consumes time: 0.05789017677307129
Partial simulation consumes time: 0.061097145080566406
Partial simulation consumes time: 0.059072256088256836
Partial simulation consumes time: 0.061574697494506836
Partial simulation consumes time: 0.10397195816040039
Partial simulation consumes time: 0.05261063575744629
Partial simulation consumes time: 0.05271601676940918
Partial simulation consumes time: 0.05802106857299805
Partial simulation consumes time: 0.029011964797973633
Partial simulation consumes time: 0.029900074005126953
Partial simulation consumes time: 0.03373074531555176
Partial simulation consumes time: 0.03375816345214844
Partial simulation consumes time: 0.0629734992980957
Partial simulation consumes time: 0.059661149978637695
Partial simulation consumes time: 0.05652880668640137
Partial simulation consumes time: 0.05858588218688965
Partial simulation consumes time: 0.03449535369873047
Partial simulation consumes time: 0.05701184272766113
Partial simulation consumes time: 0.052298784255981445
Partial simulation consumes time: 0.0353083610534668
Partial simulation consumes time: 0.06832718849182129
Partial simulation consumes time: 0.06416010856628418
Partial simulation consumes time: 0.06353187561035156
Partial simulation consumes time: 0.05935096740722656
Partial simulation consumes time: 0.029553651809692383
Partial simulation consumes time: 0.0308535099029541
Partial simulation consumes time: 0.03253364562988281
Partial simulation consumes time: 0.03466033935546875
Partial simulation consumes time: 0.1515946388244629
Partial simulation consumes time: 0.15985941886901855
Partial simulation consumes time: 0.12297725677490234
Partial simulation consumes time: 0.11792683601379395
Partial simulation consumes time: 0.031160354614257812
Partial simulation consumes time: 0.030698299407958984
Partial simulation consumes time: 0.03128695487976074
Partial simulation consumes time: 0.03195953369140625
Partial simulation consumes time: 0.0611729621887207
Partial simulation consumes time: 0.05574488639831543
Partial simulation consumes time: 0.06046772003173828
Partial simulation consumes time: 0.05873703956604004
Partial simulation consumes time: 0.060887813568115234
Partial simulation consumes time: 0.057184696197509766
Partial simulation consumes time: 0.059288978576660156
Partial simulation consumes time: 0.060158491134643555
Partial simulation consumes time: 0.16973567008972168
Partial simulation consumes time: 0.1575474739074707
Partial simulation consumes time: 0.19309139251708984
Partial simulation consumes time: 0.18314838409423828
Partial simulation consumes time: 0.030654430389404297
Partial simulation consumes time: 0.03045964241027832
Partial simulation consumes time: 0.031180858612060547
Partial simulation consumes time: 0.03391838073730469
Partial simulation consumes time: 0.04517507553100586
Partial simulation consumes time: 0.04592132568359375
Partial simulation consumes time: 0.04656720161437988
Partial simulation consumes time: 0.04655742645263672
Partial simulation consumes time: 0.06558394432067871
Partial simulation consumes time: 0.0615231990814209
Partial simulation consumes time: 0.057863712310791016
Partial simulation consumes time: 0.0637657642364502
Partial simulation consumes time: 0.056088924407958984
Partial simulation consumes time: 0.06121039390563965
Partial simulation consumes time: 0.055733680725097656
Partial simulation consumes time: 0.07749080657958984
Partial simulation consumes time: 0.06277775764465332
Partial simulation consumes time: 0.0614016056060791
Partial simulation consumes time: 0.05759072303771973
Partial simulation consumes time: 0.05726981163024902
Partial simulation consumes time: 0.0601351261138916
Partial simulation consumes time: 0.06118178367614746
Partial simulation consumes time: 0.08906221389770508
Partial simulation consumes time: 0.05860495567321777
Partial simulation consumes time: 0.030797243118286133
Partial simulation consumes time: 0.031108379364013672
Partial simulation consumes time: 0.031984806060791016
Partial simulation consumes time: 0.031193256378173828
Partial simulation consumes time: 0.03228187561035156
Partial simulation consumes time: 0.03501272201538086
Partial simulation consumes time: 0.035529136657714844
Partial simulation consumes time: 0.03867816925048828
Partial simulation consumes time: 0.06391525268554688
Partial simulation consumes time: 0.060997962951660156
Partial simulation consumes time: 0.05860424041748047
Partial simulation consumes time: 0.06138348579406738
